Source_Party_ID,Source_System,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Country,City,Postal_Code,Create_Date,Update_date,Source_Address_ID,Reject_Reason
2385672323,PILSDL,,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,,Vailoa,,4/10/2022,12/23/2020,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
9738108117,PILSDL,1,,,,KC,Mizhhir’ya,,3/9/2021,6/23/2021,1,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
1924584165,PILSDL,3,,,,MAKICHU,Chinameca,,4/4/2022,7/11/2020,5,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5839889908,PILSDL,8,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,BC,Triolet,,6/19/2021,12/24/2019,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty."
5270257370,PILSDL,4,(╯°□°）╯︵ ┻━┻)  ,,,MAKICHU,,,4/18/2021,7/17/2022,6,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
7758367950,PILSDL,2,,,,NL,Kastornoye,,11/18/2021,5/5/2022,1,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
1890741186,PILSDL,2,<svg><script>0<1>alert('XSS')</script>,,,OI,Tursunzoda,,11/25/2020,7/8/2020,2,Postal_Code cannot be empty.
9142096652,PILSDL,6,,,,OI,El Monte,,11/29/2020,1/2/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
1205631354,PILSDL,8,"""",,,,Mollās̄ānī,,1/15/2021,2/27/2021,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
2943749625,PILSDL,8,​,,,MC,,,2/15/2021,10/22/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
4954123820,PILSDL,6,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,,,,Bhola,3633,3/26/2021,5/5/2022,44444444,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code."
1922448632,PILSDL,6,,,,DDDDDDD,,,12/10/2021,3/18/2021,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
2900314322,PILSDL,5,,,09 Oakridge Trail,UI,Shiroishi,963-7856,10/10/2021,8/9/2021,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty."
6748829743,PILSDL,5,1'; DROP TABLE users--,,,US,,,5/2/2021,2/2/2020,5,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code cannot be empty."
2675265094,PILSDL,8,,,7841 Darwin Crossing,AU,Dukuhpicung,,4/14/2021,2/8/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
2430124691,PILSDL,7,"""'""'""''''""",,0 Colorado Parkway,MC,Sarzedo,,4/1/2022,3/6/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
3281844670,PILSDL,2,,,,BC,,,8/30/2021,12/18/2021,8,Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty.
6360598798,PILSDL,2,,,2 Shoshone Plaza,UI,Cabra Figa,,1/6/2022,10/16/2022,2,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
4506552906,PILSDL,,,,898 Sloan Circle,MC,,,10/4/2021,4/24/2020,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty."
2124479966,PILSDL,5,,,,KC,,,6/1/2021,6/13/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty."
3679542461,PILSDL,1,1/0,,,IE,Daxi,,3/17/2021,3/4/2022,2,Postal_Code cannot be empty.
2346305271,PILSDL,7, ,,936 Arizona Park,OI,Saint-Étienne,42021 CEDEX 1,8/20/2021,8/2/2022,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters."
4304053718,PILSDL,6,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,,9 Merchant Point,OI,,MD-6114,6/26/2021,6/15/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty."
665177339,PILSDL,2,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,,Vientiane,,3/26/2021,10/17/2020,6,Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
3367161614,PILSDL,1,　,,,DDDDDDD,Escuintla,,7/9/2021,4/4/2020,2,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
3688333922,PILSDL,3,00˙Ɩ$-,,,IE,Shipu,,6/22/2021,11/3/2022,44444444,Postal_Code cannot be empty.
4429139068,PILSDL,3,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,,897 Maywood Terrace,NL,,,1/15/2021,8/30/2020,6,City cannot be empty. Postal_Code cannot be empty.
1258592380,PILSDL,4,,,,IN,Kuala Lumpur,,12/21/2020,9/29/2022,6,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
936495400,PILSDL,2,,,,,Soreang,,12/14/2021,5/15/2021,5,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
2413666389,PILSDL,6,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",839 Merchant Alley,DD,Bantaeng,,12/10/2020,9/24/2019,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty."
318278898,PILSDL,7,,,31 Debra Parkway,,Świebodzice,,8/30/2021,7/11/2021,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
8397322321,PILSDL,3,,,931 Melby Park,NL,Akhaldaba,,9/27/2021,1/20/2020,2,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
2121953560,PILSDL,7,,,,,Jalatrang,,11/21/2020,4/2/2022,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
8726455840,PILSDL,4,(╯°□°）╯︵ ┻━┻)  ,,,BC,,,1/15/2021,5/17/2021,5,Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty.
28432374,PILSDL,5,"""""",,,IE,Belsk Duży,,6/28/2021,9/24/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
5980072801,PILSDL,2,,,83052 Gerald Street,US,,,9/30/2021,10/12/2020,6,Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty.
3852838827,PILSDL,2,"""''''""'""",,627 4th Way,KC,,20576,12/11/2021,6/21/2022,2,Address_Line_1 cannot be only special characters. City cannot be empty.
7597180889,PILSDL,5,הָיְתָהtestالصفحات التّحول,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,IE,,,5/8/2021,7/26/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_2 cannot have more than 30 characters. City cannot be empty. Postal_Code cannot be empty."
9475839212,PILSDL,,(╯°□°）╯︵ ┻━┻)  ,",'';';';';',---,0__+1",,1234,Longzui,,11/15/2020,4/10/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
6399494528,PILSDL,2,,,18 Hagan Avenue,IN,Xihongmen,,7/6/2021,5/7/2020,2,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
9433245966,PILSDL,1,-1E2,,,IE,Condega,,8/1/2021,3/4/2022,2,Postal_Code cannot be empty.
1224181966,PILSDL,1,",./;'[]\-=",,,IN,,,4/30/2021,9/29/2021,5,Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty.
6229072535,PILSDL,1,,,,DDDDDDD,,,12/22/2021,2/16/2022,5,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
9288504787,PILSDL,,,,861 Brickson Park Alley,KC,Koundara,,5/26/2021,11/30/2021,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
7057827531,PILSDL,7,,,,AU,,51250,4/16/2022,1/31/2022,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty."
5796884513,PILSDL,8,"__ﾛ(,_,*)",,,MC,Cibungur,,1/26/2021,6/28/2021,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
2597621044,PILSDL,4,,,,AU,Xiaoqi,,5/30/2021,6/9/2020,8,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
2976788387,PILSDL,5,nil,,36462 Troy Plaza,,Lyon,69939 CEDEX 20,11/2/2021,9/23/2019,5,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code."
1262278499,PILSDL,4,../../../../../../../../../../../etc/hosts,,67413 Waubesa Trail,BE,Nyíregyháza,,7/27/2021,1/26/2022,44444444,Postal_Code cannot be empty.
2630181657,PILSDL,2,,,,UI,Las Palmas,,12/30/2020,6/27/2021,5,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
3760182739,PILSDL,8,,,3911 Paget Junction,DDDDDDD,,,12/11/2020,3/25/2020,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
8655494395,PILSDL,,,,,UI,Manikchari,,9/19/2021,4/3/2022,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
6817125620,PILSDL,,NIL,,,OI,Dasht-e Lati,,5/30/2021,11/1/2020,8,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
6044975461,PILSDL,7,1'; DROP TABLE users--,,,,Peraía,,11/6/2021,8/19/2020,6,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
571866369,PILSDL,7,-1E02,,92519 Green Ridge Drive,KC,,,11/14/2020,11/30/2019,44444444,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code cannot be empty."
9388848095,PILSDL,1,NULL,",'';';';';',---,0__+1",,,,G5B,4/14/2021,4/15/2020,1,Country must be a valid ISO 2 country code. City cannot be empty.
9501208515,PILSDL,6,`⁄€‹›ﬁﬂ‡°·‚—±,,,UI,,,2/27/2021,10/7/2019,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
6341632472,PILSDL,6,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,,,DD,,,1/24/2021,2/26/2021,6,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code cannot be empty."
1361860488,PILSDL,2,"__ﾛ(,_,*)",,,DDDDDDD,Mombetsu,,6/24/2021,12/30/2019,2,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5257092365,PILSDL,2,,,,BE,,,8/28/2021,5/29/2022,2,Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty.
7433579353,PILSDL,3,⁦test⁧,,,1234,Lidingö,,2/14/2022,5/8/2020,2,Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
9180132663,PILSDL,,,,595 Fairview Place,DD,Sambirata,,2/24/2021,8/28/2021,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
4634101121,PILSDL,,,,86711 Trailsway Pass,DD,,,11/16/2021,1/29/2021,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty."
4134420757,PILSDL,2,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,,13 Hoepker Parkway,AU,,5120-504,8/18/2021,11/24/2020,2,City cannot be empty.
7909017880,PILSDL,2,１２３,,,DD,Novikovo,659518,10/14/2021,8/31/2021,44444444,Address_Line_1 cannot be only special characters.
8971220809,PILSDL,3,,,,MC,Lleida,25005,2/27/2022,11/12/2020,8,Address_Line_1 cannot be empty.
5940996752,PILSDL,2,,,275 Maple Park,,Радовиш,,7/25/2021,9/28/2019,1,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5044895638,PILSDL,2,-1E02,,6036 Elka Point,DD,Sungaibengkal,,11/9/2021,10/15/2022,8,Postal_Code cannot be empty.
2674098002,PILSDL,5,,,72820 Moulton Trail,,,,8/24/2021,1/6/2022,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
6816530214,PILSDL,1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,,,,Trojanów,,11/5/2020,4/5/2022,1,Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
2403920756,PILSDL,8,和製漢語,,,US,,5404,2/22/2021,12/21/2019,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty."
6705775611,PILSDL,4,-1E+02,,08579 Helena Terrace,,Rio Novo do Sul,29290-000,8/16/2021,9/23/2022,8,Country must be a valid ISO 2 country code.
4597921624,PILSDL,2,,,70 Debra Court,,Wangunsari,,11/5/2021,11/7/2021,2,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5636990529,PILSDL,7,1.00,,,BE,Ljubuški,,12/1/2020,6/1/2020,8,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
4470605534,PILSDL,8,1'; DROP TABLE users--,,,DDDDDDD,Bełsznica,44-362,5/17/2021,2/18/2022,1,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code."
2604685672,PILSDL,4,​,,,1234,Hengqu,,1/9/2021,3/7/2021,8,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
279657109,PILSDL,8,田中さんにあげて下さい,,,,Dortmund,44143,12/8/2020,11/25/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code."
2092785070,PILSDL,3,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,,,NL,Amphoe Sikhiu,30140,3/9/2021,6/19/2020,6,Postal_Code must be in format 1234LL for NL.
2900246347,PILSDL,7,,,,BE,,6200,1/31/2022,6/3/2022,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty."
2612337051,PILSDL,,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,,,AU,,,11/26/2020,9/9/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
9613241297,PILSDL,2,,,,BE,Motomiya,520-0804,9/2/2021,7/17/2021,2,Address_Line_1 cannot be empty.
1175904562,PILSDL,7,,,,MAKICHU,Xinzhou,,4/12/2022,8/30/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
4853237529,PILSDL,,/dev/null; touch /tmp/blns.fail ; echo,,,IE,,,9/26/2021,10/13/2022,44444444,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code cannot be empty."
3494993780,PILSDL,,１２３,,,MC,Balneário Camboriú,,8/14/2021,5/9/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
1625345088,PILSDL,6,,,84162 Anthes Hill,1234,Tanggungrejo,,8/5/2021,9/21/2019,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
2066591479,PILSDL,2,(｡◕ ∀ ◕｡),,838 Parkside Lane,,Nanterre,,2/27/2022,6/14/2020,1,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
